id,season_type,home_line_margin,over_under,two_way_winner,handicap_winner,over_under_result,away_away_strk,home_home_strk,away_total_strk,home_total_strk
400278220,2,-15.0,,home,home,,-6,-1,-4,-1
400278221,2,-9.0,,away,away,,1,5,-1,4
400278222,2,5.0,,away,away,,1,-1,-1,-1
400278223,2,-5.0,,away,away,,-1,-1,1,-2
400278224,2,10.0,,home,home,,2,-2,2,-5
400278225,2,-7.0,,away,away,,1,1,2,2
400278226,2,-8.5,,home,home,,1,-1,-1,2
400278227,2,8.0,,home,home,,-1,-7,1,1
400278228,2,-5.5,,home,home,,-1,1,-2,-1
400278229,2,5.0,,away,away,,2,4,1,-1
400278230,2,-8.0,,home,away,,-2,7,-8,2
400278231,2,1.5,,away,away,,2,1,3,-3
400278232,2,4.0,,home,home,,1,7,1,1
400278233,2,-6.0,,home,home,,-9,-2,-2,-4
400278234,2,-7.0,,home,home,,-2,2,-3,4
400278235,2,-1.5,,home,home,,-1,-1,-2,-1
400278236,2,-3.0,,home,home,,-3,-2,-4,-2
400278237,2,3.5,,away,away,,-1,-11,1,1
400278238,2,4.5,,home,home,,-2,-6,-3,-2
400278239,2,-8.0,,home,tie,,-10,1,-3,3
400278240,2,-6.0,,away,away,,-2,1,1,3
400278241,2,4.5,,home,home,,2,1,5,2
400278242,2,-13.0,,home,away,,-3,10,-4,-1
400278243,2,-11.0,,home,home,,1,1,1,-1
400278244,2,-12.5,,home,away,,-3,1,-9,2
400278245,2,-10.0,,home,away,,-2,12,-3,2
400278246,2,-1.0,,away,away,,3,3,2,-1
400278247,2,-5.0,,home,tie,,1,8,-1,2
400278248,2,-2.0,,away,away,,-3,-1,-4,-2
400278249,2,4.0,,home,home,,-1,8,-1,3
400278250,2,-7.5,,home,home,,2,1,-1,1
400278251,2,-2.5,,home,home,,-1,2,-1,4
400278252,2,-7.5,,home,home,,-11,3,-4,4
400278253,2,-4.0,,home,home,,1,-1,2,-4
400278254,2,-5.5,,away,away,,2,-1,-1,-2
400278255,2,-1.0,,home,home,,-2,-1,1,3
400278256,2,-2.0,,home,home,,-1,2,-1,3
400278257,2,-5.5,197.0,away,away,under,-1,1,-1,2
400278258,2,-12.0,,home,away,,-1,2,1,3
400278259,2,6.0,,away,away,,-1,-2,1,-5
400278260,2,-7.5,,home,away,,2,-1,4,-2
400278261,2,-13.0,,away,away,,-4,13,-10,3
400278262,2,2.5,190.0,home,home,under,-3,1,1,1
400278263,2,-11.0,,home,away,,-1,9,-2,3
400278264,2,-0.0,,home,home,,-2,-1,-2,-5
400278265,2,-2.5,,away,away,,-1,-1,-1,1
400278266,2,-7.0,,away,away,,-12,-1,-5,1
400278267,2,3.0,,home,home,,4,-4,4,1
400278268,2,7.0,201.0,away,away,over,-2,-2,-2,-3
400278269,2,-9.0,,home,home,,1,-2,4,-3
400278270,2,-4.0,,away,away,,1,2,-1,2
400278271,2,-4.0,,home,home,,-2,4,4,5
400278272,2,-11.5,,home,home,,-2,11,-2,-1
400278273,2,-6.0,,home,home,,-1,3,1,4
400278274,2,4.5,,away,home,,1,9,2,-1
400278275,2,-5.0,,home,home,,-2,-3,-1,-6
400278276,2,-3.5,,home,home,,1,2,1,2
400278277,2,-10.0,,home,home,,-2,3,-3,5
400278278,2,-5.0,,home,home,,-4,-2,-1,-1
400278279,2,-1.5,,away,away,,-2,1,-1,-1
400278280,2,-5.5,,home,home,,-3,1,-3,2
400278281,2,5.5,,home,home,,1,2,1,1
400278282,2,7.5,,away,away,,2,-2,3,1
400278283,2,-5.5,,home,home,,-3,-3,-2,-4
400278284,2,-4.0,,away,away,,-1,1,-1,1
400278285,2,6.0,,away,away,,-3,-12,-1,-4
400278286,2,-7.0,,home,tie,,2,5,-1,6
400278287,2,-3.0,207.0,away,away,over,1,3,1,-3
400278288,2,-7.5,,home,away,,-1,4,-2,5
400278289,2,-7.0,,home,home,,2,1,1,1
400278290,2,2.5,,away,home,,3,-1,1,-2
400278291,2,3.0,,home,home,,1,-6,1,-1
400278292,2,-3.5,,home,home,,3,1,7,-2
400278293,2,-7.5,,away,away,,1,4,1,6
400278294,2,-8.5,,home,home,,1,2,6,4
400278295,2,-4.0,,home,home,,-3,2,-4,3
400278296,2,-4.5,,home,home,,-1,12,-2,1
400278297,2,-5.0,,home,away,,-7,1,3,1
400278298,2,-8.0,,away,away,,-4,-1,-3,-3
400278299,2,2.0,,away,away,,-1,1,-1,-1
400278300,2,5.5,195.0,away,away,under,-1,-2,1,-1
400278301,2,4.5,193.0,away,away,under,2,1,2,-4
400278302,2,-1.0,,away,away,,-1,-3,-1,-1
400278303,2,-2.0,,away,away,,1,2,1,2
400278304,2,-3.5,182.0,away,away,under,4,-1,2,-1
400278305,2,-3.5,190.0,home,home,over,-1,-1,-3,-1
400278306,2,-7.0,198.0,away,away,over,-3,1,-5,1
400278307,2,-4.5,196.0,home,home,over,-4,10,-5,-1
400278308,2,-6.0,191.0,home,away,under,-5,6,1,-1
400278309,2,-9.5,191.0,home,home,under,-1,-1,2,-3
400278310,2,-12.0,203.0,home,away,under,-2,13,-2,2
400278311,2,-10.0,204.0,away,away,over,-8,5,-1,-1
400278312,2,4.5,206.0,away,home,over,3,3,5,4
400278313,2,2.0,205.0,away,away,under,-2,-13,-1,1
400278314,2,4.5,197.0,away,away,under,-3,2,3,-1
400278315,2,2.0,176.0,away,away,under,-2,1,1,3
400278316,2,-6.0,188.0,away,away,over,-3,3,-3,2
400278317,2,4.0,204.0,home,home,under,-5,-1,-6,-5
400278318,2,-9.0,199.0,home,home,over,1,3,1,2
400278319,2,-4.0,195.0,away,away,over,1,-2,1,-4
400278320,2,-13.0,197.0,home,away,under,1,-1,1,3
400278321,2,4.5,202.0,home,home,over,-4,-2,-1,-4
400278322,2,3.0,202.0,away,away,over,1,-1,-1,-1
400278323,2,1.5,185.0,home,home,over,2,-3,-2,-2
400278324,2,1.0,209.0,home,home,over,4,-1,6,-2
400278325,2,-5.0,,away,away,,-1,1,1,2
400278326,2,-5.5,,home,home,,1,-1,1,-1
400278327,2,5.0,,away,away,,-6,-14,-7,-1
400278328,2,-10.0,,home,away,,-4,-1,1,-2
400278329,2,-5.5,,away,away,,-1,1,1,2
400278330,2,3.5,,home,home,,3,-1,4,1
400278331,2,6.0,,away,home,,1,1,4,1
400278332,2,-0.0,,home,home,,-5,-1,-2,-1
400278333,2,-6.5,,away,away,,-1,-3,-1,-5
400278334,2,4.5,,home,home,,-1,1,-3,-1
400278335,2,-4.5,,home,home,,-1,1,-2,1
400278336,2,-6.5,,home,home,,-4,-1,-1,2
400278337,2,-2.0,,away,away,,-1,1,-1,-1
400278338,2,4.5,194.0,away,away,over,-6,-15,1,-2
400278339,2,-11.5,,home,away,,-2,1,1,2
400278340,2,-6.5,183.0,home,away,under,1,1,2,1
400278341,2,-5.5,,home,home,,-6,-1,-3,-1
400278342,2,-0.0,,away,away,,-1,-1,1,1
400278343,2,6.0,,away,away,,1,1,2,-1
400278344,2,-10.0,193.0,home,away,over,2,14,1,5
400278345,2,-7.5,,home,away,,1,4,1,3
400278346,2,-3.0,,away,away,,1,2,-2,-1
400278347,2,-1.0,,home,home,,1,-4,2,-6
400278348,2,3.0,,home,home,,1,1,1,2
400278349,2,-4.5,,away,away,,-3,-2,-1,-3
400278350,2,1.0,,away,away,,1,-2,-1,-4
400278351,2,4.5,,home,home,,-1,-4,-2,1
400278352,2,-5.0,,home,home,,-5,3,-2,-1
400278353,2,-5.0,,home,home,,-2,1,-5,2
400278354,2,-10.0,,home,home,,-1,2,-1,3
400278355,2,4.0,,home,home,,2,2,3,1
400278356,2,-2.0,,home,home,,1,2,3,2
400278357,2,-5.0,,home,home,,2,1,3,1
400278358,2,-3.0,,away,away,,1,1,-1,-1
400278359,2,2.0,,away,away,,2,-1,6,1
400278360,2,7.5,,away,away,,-1,-1,-1,-2
400278361,2,-5.0,,home,home,,1,-1,4,-4
400278362,2,-6.5,,away,away,,-1,1,2,1
400278363,2,5.0,,home,home,,2,-1,1,-2
400278364,2,1.0,,home,home,,5,4,3,1
400278365,2,-3.5,,home,away,,-6,-16,-3,-3
400278366,2,-3.0,,home,home,,-1,-2,-1,1
400278367,2,-3.5,,home,home,,-1,1,-1,-1
400278368,2,-9.0,,home,tie,,2,15,2,7
400278369,2,-12.5,,home,home,,-1,1,-3,2
400278370,2,-2.5,,home,home,,-1,5,-1,-1
400278371,2,2.0,,home,home,,-2,1,-3,1
400278372,2,4.0,,home,home,,2,-3,4,-6
400278373,2,3.0,,home,home,,1,1,1,1
400278374,2,-2.5,,away,away,,-2,-3,-2,-4
400278375,2,-7.5,,away,away,,-1,2,-2,2
400278376,2,-6.0,,home,away,,1,-1,3,-1
400278377,2,-6.0,,home,home,,-1,-2,-1,-1
400278378,2,-7.0,,home,home,,-2,-1,2,-4
400278379,2,2.0,,away,away,,-2,-1,-2,-1
400278380,2,2.5,,away,away,,1,1,-1,1
400278381,2,-4.5,,away,away,,-2,5,-4,2
400278382,2,-8.5,,home,home,,-2,7,-5,-2
400278383,2,-11.0,,home,away,,1,3,1,-1
400278384,2,-6.5,,home,away,,-2,2,-2,3
400278385,2,-3.0,,away,away,,2,6,2,1
400278386,2,3.5,,away,away,,1,3,1,3
400278387,2,-1.0,,away,away,,-1,2,1,1
400278388,2,-3.0,,home,away,,2,2,1,-1
400278389,2,-6.5,,home,away,,1,2,1,2
400278390,2,-4.5,,home,home,,-1,-1,-1,-1
400278391,2,-7.5,,home,home,,1,11,-1,-3
400278392,2,-5.5,,home,home,,1,1,1,1
400278393,2,-10.0,,home,home,,-3,1,-6,1
400278394,2,-7.5,,home,away,,1,2,-2,-1
400278395,2,2.0,,away,away,,-1,8,-1,1
400278396,2,-1.5,,away,away,,-1,2,1,2
400278397,2,5.5,,away,away,,-3,-1,1,-4
400278398,2,-14.5,,home,home,,-1,16,-1,8
400278399,2,-6.0,,home,home,,3,3,3,4
400278400,2,-7.0,,home,away,,-1,-1,-1,-1
400278401,2,4.0,,home,home,,-7,1,3,-2
400278402,2,-7.5,,home,home,,2,3,1,-1
400278403,2,-3.0,,home,tie,,-1,2,-1,2
400278404,2,5.0,,home,home,,1,-2,2,-3
400278405,2,2.5,,home,home,,1,12,1,1
400278406,2,-9.5,,home,home,,-4,2,-7,2
400278407,2,-3.0,,home,home,,1,-1,2,-1
400278408,2,-6.0,,home,home,,1,2,-1,2
400278409,2,-7.0,,home,home,,-1,1,-1,1
400278410,2,-6.5,,home,home,,1,-1,-1,-2
400278411,2,-7.5,,home,home,,-2,-1,-2,-1
400278412,2,-9.0,,home,home,,-2,4,-2,5
400278413,2,-5.0,,home,home,,-3,1,1,1
400278414,2,-3.5,,away,away,,-2,2,-2,1
400278415,2,3.0,,away,away,,-8,-2,-1,-5
400278416,2,-6.5,,away,away,,-1,3,-1,1
400278417,2,-11.5,,home,home,,-2,3,-2,3
400278418,2,9.0,,home,home,,-1,-1,1,-2
400278419,2,-12.5,,home,home,,-2,1,-2,-1
400278420,2,-2.0,,home,home,,-3,-3,-3,-6
400278421,2,-10.0,,home,away,,-5,-1,-8,-2
400278422,2,-11.5,,home,away,,-3,17,-3,9
400278423,2,-4.0,,home,home,,-1,3,2,-1
400278424,2,-8.5,,home,home,,-2,3,-1,3
400278425,2,1.0,,home,home,,-1,3,-1,3
400278426,2,3.0,,away,home,,1,1,1,1
400278427,2,5.0,,away,away,,-1,1,-1,1
400278428,2,-7.5,,home,home,,-6,2,-9,2
400278429,2,4.0,,home,home,,-2,-1,-2,-4
400440940,2,-5.5,176.0,home,home,over,1,13,1,2
400278430,2,-9.5,,home,home,,-1,4,-1,4
400278431,2,-14.5,,home,away,,-3,3,-3,1
400278432,2,-9.0,,home,home,,1,4,1,-1
400278433,2,-2.5,,away,away,,-4,1,1,1
400278434,2,-9.5,,home,away,,-3,2,-3,-1
400278435,2,-5.0,,home,home,,-1,14,-1,3
400278436,2,-2.5,,away,away,,2,1,2,1
400278437,2,-8.5,,away,away,,-3,1,-2,1
400278438,2,-3.5,,home,home,,2,2,4,1
400278439,2,-6.0,,home,home,,-1,5,1,6
400278440,2,-0.0,,away,away,,-3,-1,4,-1
400278441,2,-2.5,,away,away,,-3,3,4,3
400278442,2,5.0,,home,home,,-1,1,5,1
400278443,2,6.0,,away,away,,-3,-4,-3,-10
400278444,2,-6.0,,home,home,,-4,1,-4,1
400278445,2,-3.0,,home,home,,-1,-1,-1,-2
400278446,2,-8.0,,home,away,,-1,4,2,2
400278447,2,1.0,,away,away,,-2,-1,-1,-2
400278448,2,-6.0,,home,home,,1,-1,1,-4
400278449,2,-8.5,,home,home,,-1,5,-1,1
400278450,2,-5.5,,home,home,,1,1,2,-1
400278451,2,4.5,,away,away,,3,-1,10,-1
400278452,2,-4.5,,home,home,,-2,3,-1,1
400278453,2,-2.5,,home,home,,3,4,3,5
400278454,2,-6.0,,home,home,,-1,6,-1,7
400278455,2,2.5,,home,home,,1,2,1,2
400278456,2,6.0,,away,away,,-1,1,-1,-5
400278457,2,-7.5,,away,away,,-1,15,-2,5
400278458,2,-5.0,,away,away,,-4,1,1,1
400278459,2,4.0,,home,home,,4,-2,11,-3
400278460,2,-5.0,,home,home,,-7,2,-11,2
400278461,2,-5.5,,home,home,,1,5,1,3
400278462,2,-4.0,,home,home,,-2,-1,-2,-2
400278463,2,-7.0,,home,home,,-1,3,-1,-1
400278464,2,-13.5,,home,home,,-1,6,-1,2
400278465,2,5.5,,away,away,,-2,-2,-1,-2
400278466,2,-3.5,,away,away,,-2,4,-2,2
400278467,2,5.0,,away,away,,1,3,8,3
400278468,2,-9.5,,home,home,,-5,-1,-6,-1
400278469,2,-6.5,,away,away,,-2,1,1,-2
400278470,2,-3.5,,home,home,,-3,2,-3,1
400278471,2,1.0,,home,home,,-2,-2,-1,-4
400278472,2,-3.0,,away,away,,-1,5,-1,1
400278473,2,-7.0,,home,home,,1,6,1,4
400278474,2,-2.0,,home,home,,2,5,9,6
400278475,2,-3.0,,home,home,,1,-2,2,1
400278476,2,2.5,,home,home,,-2,-5,-2,-12
400278477,2,-9.0,,home,home,,-7,1,-3,1
400278478,2,2.0,,away,away,,-1,-1,-1,-1
400278479,2,8.0,,away,away,,-2,-1,3,-2
400278480,2,5.0,,home,home,,-2,1,1,1
400278481,2,4.0,,away,away,,1,1,1,1
400278482,2,6.0,,home,home,,1,-1,7,-7
400278483,2,-5.5,,away,away,,-8,-1,-4,-1
400278484,2,-5.5,,away,away,,-1,-1,-2,-1
400278485,2,-4.0,,away,away,,-1,1,-1,2
400278486,2,-2.0,,away,away,,1,4,1,1
400278487,2,-5.5,,away,away,,-4,-1,3,-3
400278488,2,-4.5,,away,away,,-2,3,-1,2
400278489,2,2.0,,home,home,,-1,1,-1,2
400278490,2,-11.0,,home,home,,-3,7,-3,5
400278491,2,-9.0,,home,away,,-4,2,2,2
400278492,2,5.0,,home,home,,1,-1,4,-2
400278493,2,-9.0,,home,away,,-2,3,-3,-1
400278494,2,-3.0,,away,away,,-3,4,-1,-4
400278495,2,4.0,,away,away,,1,1,1,1
400278496,2,2.5,,away,home,,2,-2,2,-2
400278497,2,-11.0,,home,home,,-6,-2,1,-2
400278498,2,-0.0,,home,home,,1,6,-1,-1
400278499,2,-0.0,,home,home,,-2,-2,-2,1
400278500,2,-8.5,,away,away,,1,-1,3,-1
400278501,2,-2.5,,home,home,,1,-1,4,-1
400278502,2,-6.0,,home,away,,-5,-2,-1,-4
400278503,2,-5.0,,home,home,,-4,1,-4,1
400278504,2,-1.5,,away,away,,-3,-3,1,1
400278505,2,-9.5,,home,home,,-5,-1,-1,-1
400278506,2,-10.0,,home,tie,,1,1,1,2
400278507,2,-4.5,,away,away,,1,7,6,-1
400278508,2,3.0,200.0,away,away,over,2,4,3,1
400436572,2,,,home,,,0,0,0,0
400278509,2,-3.5,,away,away,,2,3,4,-1
400278510,2,-6.0,,away,away,,-7,-1,-1,-1
400278511,2,-6.0,,home,away,,-3,1,1,2
400278512,2,3.0,,away,away,,-2,1,3,1
400278513,2,-1.5,,away,away,,-1,2,-2,2
400278514,2,-7.0,,home,tie,,-1,7,1,-3
400278515,2,-4.0,,home,home,,-4,1,-5,2
400278516,2,8.5,,away,home,,3,2,3,-2
400278517,2,-5.0,,away,away,,-3,4,-4,-5
400278518,2,-1.0,,away,away,,1,2,4,5
400278519,2,3.0,,away,away,,1,1,-1,1
400278521,2,-4.0,,home,home,,1,1,-2,1
400278520,2,-0.0,,home,home,,1,-3,-1,-3
400278522,2,5.0,,away,away,,2,-1,7,2
400278523,2,-3.5,,away,away,,1,1,3,-1
400278524,2,3.5,,home,home,,-1,4,-2,-1
400278525,2,-3.5,,home,home,,-6,-4,-2,-1
400278526,2,-9.0,,home,home,,-8,1,-2,1
400278527,2,-7.5,,home,home,,-2,-1,-1,-1
400278528,2,-9.5,,home,home,,1,-1,1,-6
400278529,2,3.0,,away,away,,3,-1,8,1
400278530,2,-3.5,,away,away,,4,2,4,4
400278531,2,2.5,,home,home,,-1,-1,-3,-1
400278532,2,3.5,,home,home,,-3,-1,1,-2
400278533,2,6.0,,away,away,,1,-1,-1,-1
400278534,2,-9.5,,home,home,,2,2,1,2
400278535,2,-3.0,,away,away,,-1,2,1,4
400278536,2,-9.0,,home,home,,-6,-2,-3,-1
400278537,2,-11.5,,home,away,,-9,3,-3,5
400278538,2,1.0,,away,away,,-1,-1,2,-2
400278539,2,-12.0,,home,home,,1,-1,1,-3
400278540,2,-0.0,,away,away,,-3,-2,-2,-1
400278541,2,-10.0,,home,away,,-5,1,-6,1
400278542,2,2.5,,home,home,,5,1,5,1
400278543,2,2.0,,home,home,,1,1,2,1
400278544,2,8.5,,away,away,,-4,-2,-1,-2
400278545,2,4.5,,away,away,,-1,-2,1,-4
400278546,2,6.0,,away,away,,4,-1,9,-3
400278547,2,3.5,,away,away,,1,-1,3,-1
400278548,2,-3.5,,away,away,,2,-1,1,-2
400278549,2,-10.0,,home,home,,1,-1,3,-1
400278550,2,-3.0,,away,away,,-1,2,2,3
400278552,2,2.5,,away,home,,-5,1,2,-1
400278553,2,-13.5,,home,away,,1,8,2,10
400278554,2,-6.0,,home,home,,-7,-2,-4,-3
400278551,2,3.5,,away,away,,2,-1,6,-1
400278555,2,-9.0,,home,away,,-7,-2,-4,-4
400278556,2,8.5,,away,away,,-1,-3,-1,-2
400278557,2,-1.0,,home,home,,1,-1,1,-7
400278558,2,-8.5,,home,home,,2,1,1,1
400278559,2,-3.5,,away,away,,-1,1,2,1
400278560,2,2.0,,away,away,,3,-2,2,-2
400278561,2,-6.0,,home,home,,1,8,3,1
400278562,2,-5.0,,away,away,,-1,2,-1,-1
400278563,2,-11.5,,away,away,,-10,-2,-5,-5
400278564,2,-8.0,,home,home,,1,3,3,4
400278565,2,-14.5,,home,away,,-8,9,-5,11
400278566,2,-9.0,,away,away,,-1,-2,-1,-1
400278567,2,-2.0,,away,away,,2,1,-2,1
400278568,2,-5.0,,away,away,,-4,-1,-3,-1
400278569,2,-4.5,,home,away,,-1,-4,-2,-3
400278570,2,-15.5,,home,home,,1,1,-3,1
400278571,2,2.5,,away,away,,-9,-3,-6,1
400278572,2,1.5,,home,home,,3,1,-1,1
400278574,2,-6.5,191.0,away,away,tie,-1,2,-3,3
400278573,2,-8.5,,home,away,,-1,1,-1,1
400278575,2,-6.0,,home,tie,,1,4,-2,7
400278576,2,-7.0,,away,away,,1,5,1,-1
400278577,2,-13.0,,home,home,,-1,2,-1,2
400278578,2,-16.0,,away,away,,-1,18,1,1
400278579,2,-5.0,,away,away,,4,-1,3,-2
400278580,2,-5.0,,away,away,,1,1,2,1
400278581,2,-0.0,,away,away,,3,4,2,5
400278582,2,-8.0,,home,home,,-8,-3,-6,-2
400278583,2,-10.0,,home,home,,-2,2,-3,-1
400278584,2,2.5,,away,away,,2,-1,-1,-2
400278585,2,2.0,,away,away,,-2,-1,2,-1
400278586,2,8.5,,away,home,,-1,-4,-2,-1
400278587,2,-3.0,,home,home,,-2,7,-2,1
400278589,2,7.0,,away,away,,4,2,3,2
400278588,2,-8.0,,home,away,,3,10,8,12
400278590,2,-3.5,,away,away,,-1,-2,-3,1
400278591,2,-6.0,,home,away,,1,-1,1,-2
400278592,2,-14.5,,home,home,,1,-1,1,-1
400278593,2,-9.0,,home,home,,-1,-2,-4,-3
400278594,2,3.5,,home,home,,5,1,4,2
400278595,2,-0.0,,home,home,,-2,9,3,3
400278596,2,-2.0,,home,home,,-3,-3,-3,-7
400278597,2,-5.0,,home,home,,3,1,-1,1
400278598,2,-6.0,,home,home,,-1,-2,-3,2
400278599,2,-8.5,,home,home,,-3,-1,-4,-1
400278600,2,1.5,,away,away,,5,2,13,3
400278601,2,-1.5,,away,away,,-3,2,-1,4
400278602,2,-5.5,,home,away,,-9,-2,1,-2
400278603,2,8.0,,away,away,,-1,-5,-1,-2
400278604,2,-6.0,,home,home,,-2,-1,-5,-1
400278605,2,-5.5,,home,home,,1,-1,1,1
400278606,2,-11.0,,home,home,,-1,1,-1,1
400278607,2,-6.5,,home,away,,-1,-1,2,1
400278608,2,-6.0,,home,away,,-1,3,-1,1
400278609,2,2.5,,away,away,,1,-1,-1,-1
400278610,2,-4.5,,home,away,,-1,1,1,3
400278611,2,-9.0,,away,away,,1,1,-3,1
400278612,2,10.0,,away,away,,6,-1,14,-5
400278613,2,-9.0,,home,home,,-2,10,-2,4
400278614,2,-12.0,,home,home,,-3,1,-6,1
400278615,2,-6.0,,home,home,,-2,2,-4,-4
400278616,2,1.0,,away,away,,1,1,2,-1
400278617,2,-8.0,,home,home,,-1,3,2,1
400278618,2,7.0,,away,tie,,2,1,5,1
400278619,2,8.5,,away,away,,-1,-3,-2,-7
400278620,2,1.0,,home,home,,-2,-2,-1,-2
400278621,2,-8.5,,away,away,,2,1,3,2
400278622,2,-8.0,,home,home,,-10,1,-2,-3
400278623,2,-16.0,,home,away,,2,11,1,15
400278624,2,3.0,,away,away,,2,-3,1,-2
400278625,2,-7.0,,home,away,,-6,5,2,1
400278626,2,1.5,,away,away,,-2,-1,-1,-1
400278627,2,3.5,,home,home,,1,-2,1,-6
400278628,2,-2.0,,home,home,,1,-2,2,-1
400278629,2,-8.0,,home,home,,-2,2,-1,2
400278630,2,-0.0,,away,away,,-3,2,-5,3
400278631,2,-9.0,,home,home,,2,-1,4,-1
400278632,2,-11.0,,home,away,,-1,3,-1,1
400278633,2,7.0,,away,home,,1,-1,2,2
400278634,2,-3.5,,home,home,,5,11,1,6
400278635,2,14.0,,away,away,,2,-4,3,-8
400278636,2,9.0,,away,away,,3,-6,-1,-1
400278638,2,-5.5,,home,home,,-1,-3,-1,1
400278639,2,3.5,,away,home,,-1,-4,1,-3
400278640,2,3.5,,away,away,,1,1,2,1
400278637,2,-5.0,,home,tie,,-3,8,1,4
400278641,2,-14.0,,home,away,,-11,12,-3,16
400278642,2,-4.0,,home,away,,-3,2,-2,-2
400278643,2,-10.5,,away,away,,-7,3,-1,3
400278644,2,-5.0,,home,home,,1,-1,-1,-2
400278645,2,-7.0,,home,away,,1,4,1,1
400278646,2,-2.5,,away,away,,-1,4,-1,2
400278647,2,-4.0,,away,away,,1,2,2,-1
400278648,2,-7.5,,home,home,,-4,-2,-3,-1
400278649,2,-10.5,,home,home,,-4,1,-9,-2
400278650,2,-7.5,,home,home,,-2,6,-2,3
400278651,2,-13.0,,home,home,,-4,12,1,7
400278652,2,7.0,,home,home,,1,-1,1,-2
400278653,2,-4.5,,away,away,,-1,-1,-1,-1
400278654,2,-10.0,,home,home,,3,4,5,4
400278655,2,-6.5,,home,home,,-3,5,1,2
400278656,2,-6.0,,home,away,,1,-2,-1,-1
400278657,2,3.5,,home,home,,-12,-7,-4,-2
400278658,2,-6.0,,home,home,,4,13,1,17
400278659,2,-2.0,,home,tie,,1,-2,1,-3
400278660,2,6.5,,away,away,,1,1,2,-1
400278661,2,-1.0,,away,away,,1,1,1,1
400278662,2,-13.0,,home,home,,-2,1,-4,-1
400278663,2,3.0,,home,home,,2,-1,3,-5
400278664,2,-2.5,,home,home,,3,-1,5,-1
400278665,2,-9.5,,home,home,,-3,1,-5,-4
400278666,2,7.5,,away,away,,3,1,8,1
400278667,2,-3.5,,home,home,,3,-2,1,-2
400278668,2,10.0,,home,home,,-1,-5,-1,-10
400278669,2,6.5,,away,away,,1,1,3,1
400278670,2,-1.0,,home,home,,-2,-1,1,-2
400278671,2,-6.0,,home,home,,-3,1,1,-1
400278672,2,-10.0,,home,home,,-4,14,-2,18
400278673,2,-1.5,,away,away,,2,2,3,2
400278674,2,10.0,,home,home,,1,-1,1,-2
400278675,2,1.5,,away,away,,2,2,4,-1
400278676,2,9.0,,away,home,,7,1,19,1
400278677,2,1.0,,home,home,,2,2,-1,-1
400278678,2,-14.5,,home,home,,-5,-1,1,-1
400278679,2,-5.5,,home,home,,-1,9,1,-2
400278680,2,-2.5,,home,home,,2,-1,4,-3
400278681,2,-12.0,,home,home,,-1,1,-1,-1
400278682,2,-12.5,,home,home,,-5,5,1,-1
400278683,2,3.5,,home,home,,-4,-1,-1,-1
400278684,2,-7.0,,home,home,,-1,13,-1,9
400278685,2,-6.0,,away,away,,3,2,5,1
400278686,2,-12.5,,home,away,,-4,1,-6,1
400278687,2,-8.0,,home,away,,3,1,4,-1
400278688,2,-4.0,,home,home,,-2,-1,-2,-2
