id,season_type,two_way_winner,over_under_result,home_line_margin,over_under,home_b2b,away_b2b
290126014,2,home,,,,0,0
290126018,2,home,,,,0,0
290126003,2,home,,,,0,0
290126015,2,away,,,,0,1
290126025,2,home,,,,0,0
290126012,2,away,,,,1,0
290127005,2,home,,,,0,0
290127019,2,home,,,,0,0
290127029,2,away,,,,0,0
290127026,2,away,,,,0,0
290127013,2,away,,,,0,0
290128011,2,home,,,,1,0
290128002,2,home,,,,0,1
290128014,2,home,,,,0,0
290128017,2,away,,,,0,0
290128018,2,home,,,,0,0
290128003,2,home,,,,0,1
290128016,2,away,,,,0,0
290128025,2,home,,,,0,1
290128010,2,away,,,,0,0
290128006,2,home,,,,0,0
290128022,2,home,,,,0,1
290128012,2,away,,,,0,0
290129019,2,home,,,,0,0
290129021,2,away,,,,0,0
290130008,2,away,,,,0,0
290130011,2,home,,,,0,0
290130020,2,home,,,,0,0
290130028,2,away,,,,0,0
290130001,2,home,,,,0,0
290130005,2,home,,,,1,0
290130016,2,away,,,,0,0
290130007,2,home,,,,0,0
290130026,2,home,,,,0,0
290130003,2,away,,,,0,0
290130023,2,away,,,,0,0
290131011,2,away,,,,1,0
290131020,2,away,,,,1,1
290131014,2,away,,,,1,0
290131027,2,home,,,,1,1
290131029,2,away,,,,0,1
290131010,2,home,,,,0,1
290131015,2,home,,,,1,1
290131024,2,home,,,,0,1
290131021,2,away,,,,0,1
290131022,2,home,,,,0,1
290201002,2,home,,,,1,1
290201028,2,away,,,,1,0
290201008,2,away,,,,1,1
290201023,2,home,,,,1,1
290202019,2,away,,,,0,0
290202027,2,away,,,,0,0
290202014,2,home,,,,0,0
290202018,2,away,,,,0,0
290202003,2,away,,,,0,0
290202021,2,home,,,,0,0
290202026,2,home,,,,0,0
290202009,2,away,,,,0,0
290203005,2,home,,,,0,0
290203011,2,away,,,,0,0
290203020,2,away,,,,0,0
290203017,2,home,,,,0,0
290203010,2,home,,,,0,0
290203007,2,home,,,,0,1
290204019,2,home,,,,0,0
290204027,2,away,,,,0,1
290204028,2,away,,,,1,0
290204008,2,home,,,,0,0
290204018,2,away,,,,0,1
290204003,2,away,,,,0,1
290204016,2,away,,,,1,0
290204025,2,away,,,,0,1
290204029,2,home,,,,0,1
290204006,2,home,,,,0,0
290204009,2,home,,,,0,0
290205020,2,home,,,,0,0
290205002,2,away,,,,0,1
290205026,2,home,,,,0,1
290206011,2,home,,,,1,0
290206030,2,away,,,,0,0
290206018,2,away,,,,0,1
290206003,2,home,,,,0,0
290206025,2,home,,,,0,0
290206027,2,away,,,,0,0
290206029,2,away,,,,0,0
290206023,2,away,,,,0,1
290206021,2,home,,,,0,0
290207001,2,away,,,,1,1
290207020,2,home,,,,0,0
290207017,2,home,,,,0,1
290207029,2,home,,,,1,1
290207006,2,home,,,,0,0
290207010,2,home,,,,0,0
290207015,2,away,,,,0,0
290208002,2,away,,,,1,0
290208005,2,away,,,,0,0
290208014,2,home,,,,0,1
290208019,2,home,,,,1,0
290208022,2,home,,,,1,1
290208027,2,home,,,,1,1
290208003,2,home,,,,0,1
290208025,2,home,,,,0,0
290208008,2,away,,,,1,0
290208009,2,home,,,,0,0
290209020,2,home,,,,0,1
290209030,2,home,,,,0,0
290209015,2,home,,,,0,0
290209029,2,home,,,,0,1
290210001,2,home,,,,0,0
290210011,2,home,,,,0,0
290210014,2,away,,,,0,0
290210017,2,away,,,,0,0
290210016,2,away,,,,0,0
290210004,2,home,,,,0,0
290210006,2,home,,,,0,0
290210009,2,home,,,,0,0
290210013,2,home,,,,0,0
290211005,2,home,,,,1,0
290211019,2,away,,,,0,1
290211020,2,home,,,,0,0
290211028,2,home,,,,1,1
290211030,2,home,,,,0,1
290211008,2,away,,,,1,1
290211003,2,away,,,,0,0
290211015,2,home,,,,0,1
290211010,2,home,,,,0,1
290211026,2,home,,,,0,1
290211022,2,home,,,,0,1
290211012,2,home,,,,0,1
290212004,2,away,,,,0,0
290212006,2,away,,,,0,1
290212009,2,home,,,,0,1
290215032,2,home,,,,0,0
290217011,2,home,,,,0,0
290217019,2,home,,,,0,0
290217027,2,home,,,,0,0
290217008,2,away,,,,0,0
290217018,2,home,,,,0,0
290217025,2,away,,,,0,0
290217010,2,home,,,,0,0
290217021,2,home,,,,0,0
290217026,2,home,,,,0,0
290217013,2,home,,,,0,0
290218020,2,away,,,,1,0
290218028,2,away,,,,0,0
290218030,2,home,,,,1,1
290218014,2,away,,,,0,1
290218003,2,home,,,,1,1
290218015,2,away,,,,1,0
290218006,2,home,,,,0,1
290218022,2,home,,,,0,1
290218023,2,away,,,,0,1
290218009,2,away,,,,0,1
290218012,2,away,,,,1,1
290219008,2,away,,,,0,0
290219026,2,home,,,,0,0
290220030,2,away,,,,0,0
290220018,2,home,,,,0,0
290220010,2,home,,,,0,0
290220016,2,away,,,,0,0
290220017,2,away,,,,0,0
290220029,2,away,,,,0,0
290220004,2,home,,,,0,0
290220015,2,away,,,,0,0
290220021,2,home,,,,0,0
290220022,2,home,,,,0,0
290220013,2,home,,,,0,0
290221014,2,home,,,,0,0
290221027,2,away,,,,1,0
290221006,2,home,,,,1,1
290221026,2,home,,,,0,1
290221009,2,home,,,,0,1
290222011,2,home,,,,1,1
290222028,2,home,,,,1,1
290222021,2,away,,,,1,0
290222010,2,home,,,,1,1
290222015,2,home,,,,1,1
290222019,2,home,,,,1,1
290222022,2,home,,,,1,0
290222016,2,away,,,,0,0
290222005,2,home,,,,0,0
290223017,2,home,,,,0,0
290223018,2,home,,,,0,0
290223007,2,away,,,,0,0
290223026,2,home,,,,0,0
290223023,2,away,,,,0,0
290223012,2,home,,,,0,0
290224005,2,home,,,,0,0
290224028,2,home,,,,0,0
290224014,2,home,,,,0,0
290224004,2,home,,,,0,0
290224025,2,away,,,,0,0
290224010,2,home,,,,0,0
290224024,2,home,,,,0,0
290224021,2,home,,,,0,0
290225011,2,home,,,,0,1
290225027,2,away,,,,0,0
290225017,2,home,,,,0,1
290225018,2,away,,,,0,1
290225003,2,home,,,,0,1
290225016,2,away,,,,1,0
290225006,2,home,,,,1,0
290225024,2,home,,,,1,1
290225007,2,home,,,,0,0
290225023,2,away,,,,0,1
290225012,2,home,,,,0,0
290226010,2,home,,,,0,0
290226013,2,home,,,,0,0
290227019,2,away,,,,0,0
290227027,2,home,,,,0,0
290227001,2,home,,,,0,0
290227002,2,home,,,,0,0
290227018,2,away,,,,0,0
290227003,2,home,,,,0,0
290227016,2,away,,,,0,0
290227006,2,home,,,,0,0
290227007,2,home,,,,0,1
290227021,2,home,,,,1,0
290227024,2,away,,,,0,1
290227023,2,home,,,,0,0
290227009,2,away,,,,0,0
290228020,2,away,,,,1,1
290228014,2,home,,,,1,1
290228029,2,away,,,,0,1
290228004,2,home,,,,1,0
290228015,2,home,,,,1,1
290228026,2,home,,,,0,1
290228012,2,away,,,,1,1
290301002,2,away,,,,1,1
290301021,2,home,,,,1,1
290301017,2,away,,,,0,1
290301011,2,home,,,,0,0
290301016,2,away,,,,0,1
290301001,2,away,,,,0,0
290301022,2,home,,,,0,0
290301006,2,home,,,,0,0
290301009,2,away,,,,0,1
290302020,2,away,,,,0,0
290302027,2,away,,,,0,1
290302014,2,away,,,,0,1
290302025,2,home,,,,0,1
290302012,2,away,,,,0,1
290303019,2,home,,,,0,0
290303030,2,home,,,,0,0
290303008,2,home,,,,0,0
290303015,2,away,,,,0,0
290303016,2,away,,,,0,0
290303010,2,home,,,,0,0
290303023,2,away,,,,0,0
290303013,2,home,,,,0,0
290304005,2,home,,,,0,1
290304014,2,home,,,,0,1
290304017,2,away,,,,1,0
290304018,2,home,,,,0,0
290304025,2,home,,,,0,0
290304004,2,home,,,,1,1
290304006,2,home,,,,0,0
290304026,2,home,,,,0,1
290304022,2,home,,,,0,1
290304012,2,away,,,,0,1
290305003,2,home,,,,0,1
290305007,2,home,,,,0,1
290306019,2,home,,,,0,0
290306028,2,away,,,,0,0
290306030,2,home,,,,0,0
290306002,2,home,,,,0,0
290306008,2,home,,,,0,0
290306004,2,home,,,,0,0
290306010,2,home,,,,0,0
290306024,2,home,,,,0,0
290306013,2,home,,,,0,0
290306026,2,home,,,,0,1
290307001,2,home,,,,1,1
290307005,2,home,,,,1,1
290307018,2,away,,,,0,1
290307003,2,home,,,,0,0
290307029,2,away,,,,0,0
290307006,2,home,,,,0,1
290307015,2,home,,,,1,1
290307022,2,home,,,,0,1
290307012,2,away,,,,0,0
290308028,2,away,,,,1,1
290308002,2,away,,,,1,1
290308024,2,home,,,,1,1
290308017,2,home,,,,1,0
290308010,2,home,,,,1,0
290308025,2,home,,,,0,0
290308023,2,home,,,,0,0
290309001,2,home,,,,1,1
290309008,2,home,,,,1,1
290309014,2,home,,,,1,0
290309016,2,away,,,,0,0
290309007,2,away,,,,1,0
290309022,2,home,,,,0,0
290310011,2,away,,,,0,0
290310015,2,away,,,,0,0
290310024,2,home,,,,0,0
290310021,2,away,,,,0,0
290310023,2,away,,,,0,0
290310012,2,away,,,,0,0
290311001,2,home,,,,0,1
290311019,2,home,,,,0,0
290311020,2,home,,,,0,0
290311027,2,away,,,,1,0
290311008,2,away,,,,0,0
290311014,2,home,,,,0,0
290311016,2,home,,,,0,0
290311010,2,away,,,,0,0
290311007,2,home,,,,0,1
290311022,2,away,,,,0,1
290311009,2,home,,,,0,0
290312024,2,away,,,,0,1
290312021,2,away,,,,0,0
290313020,2,home,,,,0,0
290313027,2,away,,,,0,0
290313028,2,away,,,,0,0
290313030,2,away,,,,0,1
290313001,2,home,,,,0,0
290313002,2,home,,,,0,1
290313016,2,away,,,,0,0
290313015,2,away,,,,0,0
290313022,2,home,,,,0,0
290313023,2,away,,,,0,1
290313009,2,home,,,,0,0
290314014,2,home,,,,0,0
290314016,2,home,,,,1,0
290314004,2,home,,,,0,1
290314010,2,away,,,,0,0
290314007,2,home,,,,0,0
290314021,2,home,,,,0,0
290315028,2,home,,,,0,0
290315001,2,home,,,,0,1
290315008,2,away,,,,0,0
290315015,2,home,,,,1,0
290315020,2,home,,,,0,1
290315013,2,home,,,,0,1
290315005,2,home,,,,1,1
290315019,2,home,,,,0,1
290315027,2,home,,,,0,1
290315009,2,away,,,,0,1
290315012,2,home,,,,1,0
290316030,2,home,,,,1,1
290316003,2,away,,,,0,0
290316025,2,home,,,,0,0
290316029,2,away,,,,0,0
290316007,2,home,,,,0,1
290317001,2,home,,,,0,0
290317005,2,home,,,,0,0
290317004,2,home,,,,0,0
290317006,2,home,,,,0,0
290317024,2,home,,,,1,0
290317026,2,home,,,,0,0
290317009,2,home,,,,0,0
290317013,2,away,,,,0,0
290318002,2,home,,,,0,0
290318011,2,away,,,,0,1
290318030,2,home,,,,0,1
290318018,2,away,,,,0,1
290318003,2,home,,,,0,1
290318015,2,away,,,,0,0
290318025,2,away,,,,0,1
290318029,2,away,,,,0,0
290318010,2,home,,,,0,1
290318021,2,home,,,,0,1
290318012,2,home,,,,1,1
290319001,2,home,,,,0,1
290319005,2,home,,,,0,0
290319013,2,home,,,,0,0
290320011,2,away,,,,0,1
290320028,2,away,,,,0,0
290320017,2,home,,,,0,0
290320018,2,away,,,,0,0
290320003,2,home,,,,0,0
290320008,2,home,,,,0,0
290320025,2,away,,,,0,0
290320010,2,home,,,,0,0
290320024,2,away,,,,0,0
290320007,2,home,,,,0,0
290320009,2,home,,,,1,0
290321005,2,home,,,,1,0
290321019,2,home,,,,0,1
290321030,2,away,,,,1,1
290321029,2,away,,,,1,1
290321004,2,away,,,,0,0
290321015,2,away,,,,0,0
290321021,2,home,,,,0,1
290322008,2,away,,,,1,0
290322016,2,away,,,,1,1
290322024,2,away,,,,1,1
290322028,2,home,,,,0,1
290322017,2,away,,,,0,1
290322003,2,home,,,,1,1
290322023,2,away,,,,0,0
290323001,2,home,,,,0,1
290323027,2,away,,,,1,1
290323002,2,home,,,,1,1
290323014,2,home,,,,1,1
290323018,2,away,,,,0,0
290323021,2,home,,,,0,0
290323022,2,away,,,,0,1
290324004,2,home,,,,0,0
290324025,2,away,,,,0,0
290324024,2,home,,,,0,0
290324026,2,home,,,,0,0
290325001,2,away,,,,0,0
290325005,2,home,,,,0,0
290325011,2,home,,,,0,0
290325020,2,home,,,,1,0
290325027,2,home,,,,0,0
290325028,2,home,,,,0,0
290325018,2,away,,,,0,0
290325003,2,away,,,,0,0
290325019,2,home,,,,0,0
290325006,2,home,,,,0,1
290325021,2,home,,,,0,1
290326008,2,away,,,,1,1
290326004,2,home,,,,0,0
290326022,2,home,,,,0,1
290327019,2,home,,,,1,0
290327020,2,away,,,,0,0
290327028,2,home,,,,0,0
290327001,2,away,,,,0,1
290327005,2,home,,,,0,0
290327017,2,away,,,,0,1
290327018,2,home,,,,0,1
290327006,2,away,,,,0,0
290327024,2,home,,,,0,0
290327023,2,away,,,,0,0
290328004,2,home,,,,1,0
290328027,2,away,,,,0,0
290328030,2,home,,,,1,1
290328014,2,home,,,,1,1
290328010,2,home,,,,0,1
290328007,2,home,,,,1,0
290328026,2,home,,,,0,0
290328022,2,home,,,,0,1
290329005,2,home,,,,0,1
290329001,2,home,,,,0,0
290329016,2,home,,,,0,0
290329028,2,home,,,,0,1
290329008,2,home,,,,1,0
290329002,2,home,,,,0,0
290329011,2,home,,,,1,1
290329003,2,home,,,,0,0
290329023,2,home,,,,0,1
290330014,2,away,,,,0,0
290330017,2,away,,,,1,0
290330026,2,home,,,,0,0
290330009,2,away,,,,0,0
290331005,2,home,,,,0,0
290331011,2,home,,,,0,0
290331020,2,home,,,,0,0
290331030,2,home,,,,0,0
290331016,2,away,,,,0,0
290331024,2,away,,,,0,0
290331007,2,home,,,,0,1
290331022,2,home,,,,0,1
290331023,2,away,,,,0,0
290401019,2,away,,,,0,0
290401002,2,home,,,,0,1
290401017,2,home,,,,0,1
290401015,2,away,,,,0,0
290401029,2,home,,,,0,0
290401006,2,home,,,,1,0
290401021,2,home,,,,0,0
290401009,2,home,,,,0,1
290401012,2,away,,,,0,1
290402020,2,home,,,,0,0
290402027,2,home,,,,1,0
290402007,2,home,,,,0,0
290403011,2,away,,,,0,0
290403030,2,away,,,,0,1
290403002,2,home,,,,0,0
290403019,2,home,,,,0,1
290403025,2,away,,,,0,0
290403029,2,home,,,,0,0
290403026,2,away,,,,1,0
290403021,2,home,,,,0,0
290403009,2,home,,,,0,0
290403013,2,home,,,,0,0
290404018,2,away,,,,0,0
290404004,2,home,,,,0,0
290404020,2,home,,,,0,0
290404001,2,away,,,,1,0
290404027,2,away,,,,1,1
290404015,2,away,,,,0,1
290404007,2,home,,,,0,0
290405005,2,home,,,,1,0
290405006,2,home,,,,1,1
290405008,2,home,,,,1,0
290405028,2,away,,,,1,1
290405003,2,away,,,,1,1
290405010,2,home,,,,1,1
290405016,2,away,,,,1,0
290405025,2,away,,,,1,0
290405017,2,home,,,,1,1
290405023,2,away,,,,0,0
290405013,2,home,,,,0,1
290407028,2,away,,,,0,0
290407030,2,home,,,,0,0
290407014,2,away,,,,0,0
290407025,2,away,,,,0,0
290407029,2,away,,,,0,0
290407004,2,home,,,,0,0
290407010,2,home,,,,0,0
290407023,2,away,,,,0,0
290407012,2,away,,,,0,0
290408005,2,home,,,,0,0
290408011,2,home,,,,0,1
290408019,2,home,,,,0,0
290408024,2,away,,,,0,0
290408002,2,home,,,,0,0
290408018,2,away,,,,0,0
290408003,2,away,,,,0,0
290408015,2,away,,,,0,0
290408007,2,home,,,,0,1
290408006,2,home,,,,0,0
290408009,2,away,,,,0,1
290409004,2,home,,,,0,0
290409023,2,away,,,,0,0
290409013,2,home,,,,0,1
290410020,2,away,,,,0,0
290410001,2,home,,,,1,0
290410002,2,home,,,,0,0
290410008,2,home,,,,0,0
290410019,2,away,,,,0,0
290410025,2,home,,,,0,0
290410028,2,away,,,,0,0
290410029,2,home,,,,0,0
290410006,2,home,,,,0,0
290410024,2,home,,,,0,0
290410022,2,home,,,,0,1
290410009,2,away,,,,0,1
290410012,2,home,,,,0,1
290411011,2,home,,,,1,0
290411017,2,home,,,,0,0
290411016,2,away,,,,0,1
290411004,2,home,,,,0,1
290411015,2,home,,,,0,1
290411026,2,away,,,,1,1
290411012,2,away,,,,1,1
290412003,2,home,,,,1,1
290412005,2,home,,,,0,0
290412014,2,home,,,,0,1
290412028,2,home,,,,1,0
290412023,2,away,,,,0,0
290412013,2,home,,,,0,0
290413011,2,away,,,,0,1
290413027,2,away,,,,0,1
290413008,2,away,,,,0,1
290413017,2,home,,,,0,1
290413015,2,home,,,,0,0
290413006,2,home,,,,0,0
290413010,2,home,,,,0,0
290413007,2,home,,,,0,1
290413026,2,home,,,,0,0
290413021,2,home,,,,0,1
290413022,2,home,,,,0,0
290413009,2,away,,,,0,1
290414001,2,home,,,,0,0
290414020,2,away,,,,0,0
290414013,2,home,,,,0,1
290415002,2,home,,,,1,0
290415004,2,away,,,,0,0
290415005,2,away,,,,0,1
290415006,2,home,,,,0,0
290415011,2,home,,,,0,0
290415014,2,home,,,,0,0
290415016,2,away,,,,0,0
290415018,2,home,,,,0,0
290415019,2,home,,,,0,0
290415024,2,home,,,,0,0
290415029,2,home,,,,0,0
290415012,2,away,,,,0,0
290415021,2,home,,,,0,0
290415022,2,home,,,,0,0
290418002,3,away,,,,0,0
290418005,3,home,,,,0,0
290418024,3,away,,,,0,0
290418022,3,away,,,,0,0
290419013,3,home,,,,0,0
290419019,3,away,,,,0,0
290419001,3,home,,,,0,0
290419007,3,home,,,,0,0
290420002,3,home,,,,0,0
290420024,3,home,,,,0,0
290421005,3,home,,,,0,0
290421022,3,home,,,,0,0
290421013,3,home,,,,0,0
290422019,3,home,,,,0,0
290422001,3,away,,,,0,0
290422007,3,home,,,,0,0
290423004,3,away,,,,0,0
290423006,3,home,,,,0,0
290423026,3,home,,,,0,0
290424008,3,away,,,,0,0
290424020,3,home,,,,0,0
290424010,3,home,,,,0,0
290425003,3,home,,,,0,0
290425006,3,home,,,,1,1
290425014,3,home,,,,0,0
290425026,3,away,,,,0,0
290426004,3,home,,,,0,0
290426008,3,away,,,,0,0
290426020,3,away,,,,1,1
290426010,3,home,,,,0,0
290427014,3,away,,,,0,0
290427003,3,away,,,,0,0
290427013,3,home,,,,0,0
290428002,3,home,,,,0,0
290428019,3,home,,,,0,0
290428024,3,away,,,,0,0
290428022,3,home,,,,0,0
290429001,3,home,,,,0,0
290429007,3,home,,,,0,0
290430004,3,home,,,,0,0
290430020,3,away,,,,0,0
290430010,3,home,,,,0,0
290501014,3,home,,,,0,0
290502002,3,home,,,,0,0
290503001,3,home,,,,1,1
290503007,3,home,,,,0,0
290504002,3,away,,,,0,0
290504013,3,away,,,,0,0
290505005,3,home,,,,0,0
290505007,3,home,,,,0,0
290506002,3,home,,,,0,0
290506013,3,home,,,,0,0
290507005,3,home,,,,0,0
290508019,3,home,,,,1,1
290508010,3,away,,,,0,0
290509006,3,away,,,,0,0
290509001,3,away,,,,0,0
290510010,3,home,,,,1,1
290510019,3,away,,,,0,0
290511001,3,away,,,,1,1
290511006,3,home,,,,0,0
290512002,3,home,,,,0,0
290512013,3,home,,,,0,0
290513007,3,home,,,,0,0
290514019,3,home,,,,1,1
290514010,3,home,,,,0,0
290517013,3,home,,,,0,0
290517002,3,away,,,,0,0
290519013,3,home,,,,0,0
290520005,3,away,,,,0,0
290521013,3,away,,,,0,0
290522005,3,home,,,,0,0
290523007,3,away,,,,0,0
290524019,3,home,,,,0,0
290525007,3,home,,,,0,0
290526019,3,home,,,,0,0
290527013,3,home,,,,0,0
290528005,3,home,,,,0,0
290529007,3,away,,,,0,0
290530019,3,home,,,,0,0
290604013,3,home,,,,0,0
290607013,3,home,,,,0,0
290609019,3,home,,,,0,0
290611019,3,away,,,,0,0
290614019,3,away,,,,0,0
291001026,1,home,,,,0,0
291002011,1,away,,,,0,0
291003007,1,home,,,,0,0
291004018,1,home,,,,0,0
291004016,1,home,,,,0,0
291004009,1,home,,,,0,0
291005008,1,home,,,,0,0
291005006,1,away,,,,0,0
291006004,1,home,,,,0,0
291006005,1,home,,,,0,0
291006027,1,home,,,,0,0
291006020,1,home,,,,0,0
291006024,1,away,,,,0,0
291006021,1,home,,,,0,0
291006022,1,home,,,,0,0
291007001,1,home,,,,0,0
291007019,1,home,,,,1,0
291007028,1,away,,,,1,1
291007008,1,home,,,,0,0
291007029,1,home,,,,0,0
291007010,1,home,,,,1,0
291007013,1,home,,,,0,0
291007023,1,away,,,,1,1
291008011,1,home,,,,0,0
291008132,1,away,,,,0,0
291008030,1,home,,,,0,1
291009019,1,home,,,,0,1
291009020,1,home,,,,0,0
291009027,1,away,,,,0,0
291009002,1,home,,,,1,0
291009016,1,away,,,,0,0
291009024,1,home,,,,0,0
291009013,1,away,,,,0,0
291009012,1,home,,,,0,0
291010003,1,home,,,,0,0
291010030,1,away,,,,0,0
291010015,1,home,,,,0,0
291010021,1,away,,,,0,1
291011007,1,home,,,,0,0
291011002,1,home,,,,0,0
291011028,1,home,,,,1,0
291011008,1,home,,,,0,0
291011014,1,away,,,,0,1
291011006,1,home,,,,0,0
291012001,1,home,,,,1,0
291012005,1,home,,,,0,0
291012025,1,home,,,,0,0
291012029,1,away,,,,0,0
291012010,1,away,,,,0,0
291012012,1,home,,,,0,0
291013008,1,away,,,,0,0
291013017,1,away,,,,0,0
291013018,1,away,,,,0,0
291013003,1,away,,,,0,1
291013004,1,home,,,,0,1
291014005,1,away,,,,0,1
291014002,1,home,,,,1,0
291014016,1,away,,,,0,1
291014025,1,home,,,,0,0
291014029,1,away,,,,0,0
291014024,1,away,,,,0,0
291014022,1,away,,,,0,0
291015028,1,away,,,,1,0
291015006,1,home,,,,0,0
291015014,1,home,,,,1,0
291015026,1,home,,,,0,1
291015013,1,home,,,,0,0
291016011,1,home,,,,0,1
291016018,1,home,,,,0,0
291016004,1,home,,,,0,0
291016024,1,home,,,,0,0
291016021,1,home,,,,0,0
291017012,1,home,,,,0,1
291017003,1,home,,,,0,0
291017029,1,home,,,,0,0
291017006,1,home,,,,0,1
291017015,1,home,,,,0,1
291017023,1,home,,,,0,0
291017013,1,home,,,,0,0
291018018,1,home,,,,0,0
291018028,1,away,,,,0,0
291018021,1,away,,,,1,1
291018030,1,away,,,,0,1
