id,season_type,two_way_winner,handicap_winner,over_under_result,home_line_margin,over_under,away_total,away_total_lastN,away_away,away_away_lastN,home_total,home_total_lastN,home_home,home_home_lastN
400489360,2,home,away,,-4.5,,0.96650717703,2.09523809524,1.79747474747,1.59523809524,-6.00434782609,-9.08333333333,-10.126984127,-12.5952380952
400489361,2,home,home,,-5.0,,0.0140597147974,-1.41666666667,-0.858333333336,-3.0119047619,-10.4107142857,-14.7857142857,-18.2158730159,-45.0
400489362,2,home,home,,-10.5,,4.14446693658,1.52380952381,0.299999999998,0.900793650794,1.23429898275,3.0,0.978846153842,1.91666666667
400489363,2,away,away,,9.5,,3.57500000002,3.16666666667,6.10833333334,9.14166666667,-2.85151821863,-2.42857142857,-5.23611111111,-4.33333333333
400489364,2,home,away,,-8.5,,-2.7376984127,-2.09523809524,-1.26984126984,-1.36111111111,2.33033596837,1.2380952381,-5.73838383838,-5.89166666667
400489365,2,home,home,,-4.0,,-0.613328664801,0.416666666667,-1.72051282051,-5.61111111111,0.0683760683776,0.571428571429,-7.43762626263,-5.0119047619
400489366,2,away,away,,-1.0,,0.950757575755,1.2380952381,8.83650793651,8.19047619048,0.87888972875,0.821428571429,4.73214285714,5.64880952381
400489367,2,home,home,,-6.0,,1.80211817168,2.66666666667,1.62373737373,0.222222222219,-0.637426900583,0.333333333333,-0.894696969694,-0.97619047619
400489368,2,home,home,,-9.0,,-6.01416361415,-4.07142857143,-4.78214285714,-5.33333333333,1.16526414761,0.25,0.0333333333317,0.775
400489369,2,away,away,,-13.5,,-2.70735294117,-2.90476190476,-3.35454545455,-5.25,6.26481413323,9.36111111111,2.79166666667,2.67857142857
400489370,2,away,away,,-5.0,,-4.54798654245,-2.64709719504,-2.59440559441,-2.59523809524,1.73959156785,1.2380952381,-13.3833333333,-10.3333333333
400489371,2,away,away,,-3.5,,-0.611414900892,-7.0,1.48795093795,0.761904761905,-4.70682503772,-5.5,-3.57254901961,-3.03921568627
400489372,2,away,home,,9.5,,1.42179898275,2.66666666667,6.90746753248,5.82023809525,-3.78012265513,-3.7619047619,-3.7867965368,-3.58333333333
400489373,2,home,away,,-7.5,,7.56289989679,5.33333333333,42.3636363636,42.1666666667,3.16287878789,2.92857142857,3.08571428571,2.71428571429
400489374,2,away,away,,3.5,,7.44060150376,11.6666666667,13.5111111111,16.7619047619,-1.27476118652,-1.41666666667,-2.92063492064,-0.428571428571
400489375,2,home,home,,-11.0,,-3.14892623716,-3.66666666667,-9.79761904763,-11.1587301587,1.45075757576,1.2380952381,-2.89047619048,-2.33333333333
400489376,2,away,away,,-7.0,,0.111471861472,-0.456621004566,1.44038461538,-0.873973727422,1.82386363636,2.07142857143,-0.950000000001,-0.571428571426
400489377,2,away,away,,-2.0,,-4.31415174766,-7.41666666667,0.619047619051,-0.249999999997,-9.32738095237,-13.3571428571,-16.6587301587,-43.0
400489378,2,away,away,,7.0,,1.07257393928,0.821428571429,-1.28409090909,-1.57142857143,5.20693277311,3.42857142857,-2.01111111112,-1.37254901961
400489379,2,home,home,,-4.5,,-2.58617934353,-2.08333333333,0.0711538461557,-3.94444444444,4.45414549218,3.82142857143,-5.69552669552,-5.66666666667
400489380,2,home,home,,-10.0,,-0.934851551957,-1.67857142857,-0.150000000004,-1.19166666667,1.69950947603,2.25,1.80128205128,2.92857142857
400489381,2,away,away,,-0.0,,-0.71182412359,-0.0399543378995,2.43333333333,1.85714285714,-3.85440476191,-1.85714285714,-4.2,-2.6
400489382,2,home,home,,-5.5,,4.79149159664,2.67857142857,6.47878787879,6.0,-2.59422521923,-3.19047619048,-4.62012987013,-4.5
400489383,2,home,away,,-9.0,,6.76921568626,4.41666666667,2.14935064936,1.91666666667,1.39238721805,1.91666666667,2.7243006993,3.58333333333
400489384,2,home,home,,-10.0,,2.82754385965,0.666666666667,0.433333333332,0.900793650794,6.60454545456,8.42857142857,4.21428571429,4.61904761905
400489385,2,home,home,,-3.0,,-5.40430402931,-6.0,40.5333333333,37.8333333333,1.69588744589,1.16666666667,-4.53968253969,-3.7619047619
400489386,2,home,home,,-2.0,,0.516692719044,-0.166666666667,13.05,10.6666666667,0.768376068381,1.40476190476,-1.33762626263,-0.583333333333
400489387,2,away,home,,6.0,,1.8903508772,3.66666666667,9.08333333333,7.17857142857,0.704374572792,-5.66666666667,-4.85833333333,-3.16666666667
400489388,2,away,away,,8.0,,6.61560150376,8.66666666667,13.1111111111,15.4285714286,-5.49189640768,-3.5,-9.52575757577,-8.89166666667
400489389,2,home,home,,-11.0,,-10.175,-16.9285714286,-4.22222222222,-4.08333333333,-0.0579545454567,1.0,-2.99166666667,-2.5
400489390,2,home,home,,-6.5,,-3.1800617683,-3.42857142857,-4.0119047619,-5.5873015873,-2.41064297573,-5.4880952381,-8.38888888891,-9.59523809524
400489391,2,home,home,,6.5,,1.16742424242,0.166666666667,10.1222222222,9.2619047619,-0.0838423831052,-1.41666666667,1.38492063492,1.92857142857
400489392,2,home,home,,6.0,,2.35572322413,5.52777777778,15.994047619,10.9047619048,1.583747412,1.2380952381,-5.05,-3.66666666667
400489393,2,home,home,,-8.0,,-0.0454545454565,1.0,8.21666666666,13.1666666667,1.39035087719,3.16666666667,-1.06136363636,-1.47619047619
400489394,2,home,home,,-5.0,,-8.02930402931,-9.0,-2.46666666666,-4.5,6.09699346404,3.32142857143,1.4503968254,1.0873015873
400489395,2,home,home,,6.0,,1.86607142857,3.25,0.19318181818,-0.679761904762,-5.21117934354,-4.58333333333,1.6303030303,2.83333333333
400489396,2,home,home,,6.0,,6.35851648351,8.25,12.0277777778,14.6785714286,5.30641821946,4.89285714286,-3.15007215006,-3.7380952381
400489398,2,away,away,,-4.0,,-0.785353535357,-0.0399543378995,2.73333333333,2.42857142857,3.06985155196,1.08333333333,6.66666666667,7.16666666667
400489399,2,home,tie,,-14.0,,-8.0894736842,-16.4285714286,-4.26767676768,-4.91666666667,-0.225793650799,-0.694716242661,-2.82777777778,-1.0
400489397,2,away,away,,-7.0,,-0.00431568431802,-0.5,8.27222222225,5.16666666667,0.720925587628,0.821428571429,4.2435064935,5.31792717087
400489400,2,home,home,,-12.5,,-2.37506894326,-3.0119047619,1.38571428571,0.891666666667,0.473905042314,3.44444444444,-1.70833333333,-0.904761904762
400489401,2,home,away,,-9.0,,-4.79811732385,-8.09523809524,-5.29761904762,-7.37301587302,1.7429877369,1.67857142857,0.884615384614,1.85714285714
400489402,2,home,home,,6.5,,2.68689839572,5.09523809524,6.83333333334,9.59523809524,3.75952380952,2.59523809524,-4.11111111111,-2.09523809524
400489403,2,home,home,,2.5,,-3.01439393939,-2.33333333333,6.12222222223,5.92857142857,-0.458262023346,-2.72619047619,-6.93434343436,-8.16666666667
400489404,2,home,home,,-9.5,,-0.729797979803,-0.0399543378995,3.7,4.09523809524,0.421626984129,1.82142857143,2.9743006993,4.91666666667
400489405,2,away,away,,3.5,,-6.59180402931,-5.42857142857,-4.96666666666,-7.0,1.93587662338,-1.75,-4.01111111111,-3.03921568627
400489406,2,home,home,,3.5,,-0.359126984131,-0.873287671233,1.33216783217,0.206349206349,1.67770954537,1.75,2.99696969697,3.33333333333
400489407,2,home,home,,-2.5,,0.595684315683,0.25,8.73888888891,5.16666666667,-0.6033177349,-6.52380952381,-3.08910256409,-1.08333333333
400489408,2,home,home,,-10.0,,-4.25619047619,-2.42857142857,-2.84440559441,-2.83333333333,-0.189943977589,-0.0952380952381,-1.61363636364,-0.205882352941
400489409,2,away,away,,1.0,,-1.34175084175,-0.928571428571,8.33205128204,13.1666666667,-2.06348178138,-1.91666666667,6.54166666667,7.5
400489410,2,home,home,,6.5,,-0.0797682709406,3.66666666667,3.26666666668,7.09523809524,7.36996336996,13.4325396825,-1.26118326118,0.928571428571
400489411,2,away,away,,3.5,,3.24754273505,4.7380952381,1.22222222222,1.07023809524,-3.94600268788,-2.12328767123,-10.0257575758,-9.07023809524
400489412,2,away,away,,-0.0,,-1.32654845155,-1.52380952381,-3.76984126984,-3.86111111111,2.96080047404,0.488095238095,4.63492063492,7.03571428571
400489413,2,home,home,,-5.5,,-4.02891509711,-6.34523809524,0.0780219780213,-0.203571428571,1.16708074534,-1.2619047619,-3.0,-2.33333333333
400489414,2,home,away,,-11.5,,-4.51625457875,-8.09523809524,-2.49761904762,-4.62301587302,4.24313186813,6.08333333333,3.5606060606,4.41666666667
400489415,2,home,home,,-10.5,,-6.05538277512,-8.66666666667,-5.18037518038,-5.59523809524,2.94500793892,2.17857142857,0.801282051282,1.85714285714
400489416,2,home,home,,-8.0,,10.6616300366,16.1944444444,3.82610722611,-0.611111111111,6.05777777777,3.08333333333,2.625,2.87301587302
400489417,2,away,away,,2.0,,-2.18243525481,-2.5399543379,3.44755244756,2.28968253968,-0.25757575758,0.7100456621,-2.73881673882,-0.190476190476
400489418,2,home,home,,-0.0,,-2.58007326008,-3.08333333333,5.27460317463,0.5,-4.90339823221,-3.42857142857,-5.07254901961,-4.37254901961
400489419,2,away,away,,2.5,,8.38452380953,7.2619047619,3.44038461538,-0.0119047619048,-0.510551948047,-6.0,-4.06111111111,-3.03921568627
400489420,2,home,home,,-5.5,,-2.64834733894,-2.42857142857,-3.18076923077,-3.40476190476,2.69430199431,4.32142857143,-0.376587301589,1.5
400489421,2,home,home,,-13.0,,-4.07457411645,-1.7899543379,-4.66525974026,-5.09523809524,-3.72272727273,-4.2380952381,-2.69047619048,-2.33333333333
400489422,2,home,away,,-6.5,,-1.79681511471,-1.91666666667,-0.266666666668,0.222222222222,-1.55227715754,-1.2619047619,-3.64166666667,-2.75
400489423,2,home,home,,-9.0,,-5.3447045708,-7.41666666667,-1.75412087912,-1.67857142857,3.22108580275,-0.97619047619,-3.03434343436,-2.66666666667
400489424,2,home,away,,-11.5,,-3.59958791209,-6.71852576647,-2.77792207792,-5.17857142857,2.04441786283,5.37301587302,-1.97756410256,-1.08333333333
400489425,2,home,home,,-3.0,,-0.638215118215,0.404761904762,-2.84761904762,-2.61111111111,1.87142857143,-0.583333333333,-0.535714285711,0.25
400489426,2,home,home,,-4.0,,2.68223443225,2.25,-1.06071428571,-4.83333333333,2.55752142594,-1.85714285714,-0.564102564096,1.41666666667
400489427,2,home,home,,-6.0,,1.28904761905,1.33333333333,-1.03409090909,-1.33333333333,2.25,3.5,0.827525252526,1.02380952381
400489428,2,home,home,,-11.0,,-5.13012967201,-3.21852576647,-3.57954545455,-4.02380952381,1.77206349207,2.25,2.93055555556,3.42857142857
400489429,2,away,away,,5.5,,-1.08521303258,-1.41666666667,4.41346153847,3.06746031746,-2.79006410257,-6.21852576647,-6.63333333334,-5.75
400489430,2,home,away,,-3.0,,-2.73904761905,-4.75,3.67460317462,-2.83333333333,5.31309523811,5.92857142857,0.755555555556,2.57142857143
400489431,2,away,away,,-4.0,,0.133728590247,0.293378995434,2.64117647059,2.98412698413,4.52996632997,5.0,2.05977633477,3.42857142857
400489432,2,away,home,,6.5,,2.75,3.83333333333,9.38636363637,7.41666666667,-3.24293040293,-3.0119047619,4.29166666666,5.83333333333
400489433,2,home,home,,-11.5,,-4.18914901524,-4.91666666667,-4.05412087912,-4.67857142857,-0.256822612088,-0.166666666667,-1.98012820513,-1.5
400489434,2,home,home,,3.5,,5.9390345207,3.27380952381,0.307936507938,-0.58333333333,1.59413380737,-3.08333333333,-2.64285714282,-1.71428571429
400489435,2,home,home,,1.0,,7.33214285715,7.92857142857,3.51538461538,0.166666666667,-3.20191876751,-2.19047619048,-3.98571428571,-1.76666666667
400489436,2,home,home,,-12.0,,0.686645962728,-1.65476190476,2.95317460318,3.22222222222,2.43423202614,3.75,3.3493006993,6.25
400489437,2,home,home,,1.0,,-1.37272727272,-1.65476190476,0.733333333336,0.428571428571,2.00671928691,-4.85714285714,-0.480769230764,0.666666666667
400489438,2,away,away,,-1.0,,-2.94773892774,-1.2619047619,-3.63928571429,-2.61111111111,-2.57538277512,-5.33333333333,-18.5,-44.4285714286
400489439,2,away,home,,4.0,,2.62024410775,2.83333333333,1.23076923077,1.07023809524,-4.58308840918,-5.33333333333,-1.73611111111,-0.761904761905
400489440,2,home,home,,-1.0,,-2.24010058569,-0.261904761905,-1.38076923077,-2.57142857143,-2.70285964035,-7.66666666667,-4.28968253968,-3.03921568627
400489441,2,home,home,,6.0,,-0.929768270942,3.09523809524,4.46666666668,9.0,1.6690821256,4.41666666667,-2.86381673882,-1.02380952381
400489442,2,home,home,,4.0,,1.08010946908,1.5,2.42018398269,2.23412698413,-3.10416666667,-6.45662100457,-6.63333333334,-6.58333333333
400489443,2,away,away,,4.5,,6.33211611231,5.07142857143,2.2334054834,1.2619047619,-3.67457411645,-2.64709719504,-7.72575757576,-6.57023809524
400489444,2,away,away,,-10.0,,2.54526665239,0.428571428571,3.34206349207,3.53968253968,0.0700000000015,-0.0952380952381,-1.66363636364,-0.77731092437
400489445,2,away,home,,6.0,,1.65700918964,1.03531073446,4.5467948718,3.63888888889,-3.27879247189,-2.83333333333,2.41071428571,3.91666666667
400489446,2,home,away,,-12.5,,1.88825145443,-2.75,-2.97738095238,-5.17857142857,5.79761904762,5.7619047619,1.08888888889,1.59523809524
400489447,2,home,away,,-10.0,,-4.87986995461,-8.66666666667,-4.86787518038,-5.17857142857,-4.59047619048,-5.66666666667,0.641025641024,1.45357142857
400489448,2,home,home,,-11.5,,-0.429952366472,1.19007263923,-1.69642857143,-1.18253968254,-2.4139154705,-2.6194511703,-2.62042124542,-1.83333333333
400489449,2,away,away,,-8.0,,2.94883844226,1.60714285714,-3.26349206349,-3.58333333333,1.37977783086,2.20197740113,3.27855477855,4.17857142857
400489450,2,home,away,,-5.0,,2.31354775828,1.58333333333,6.16538461538,5.66666666667,2.80359379751,1.6305488297,0.916666666665,1.28571428571
400489452,2,away,away,,-4.0,,5.49496336997,11.7658730159,4.08325008325,0.722222222222,2.11378205129,1.83333333333,3.66363636364,4.0
400489451,2,home,home,,-9.5,,4.44166666667,2.42857142857,4.14038461538,1.5,2.08764111705,4.58333333333,3.39374514375,6.0119047619
400489453,2,away,away,,-4.0,,-3.49037433155,-3.32142857143,-0.999999999999,-1.0,1.86263689527,0.618644067797,-0.0323232323197,1.16666666667
400489454,2,away,away,,3.5,,2.77955533597,2.46388216303,3.20707070707,1.22222222222,3.50833333334,1.75,2.65555555556,4.57142857143
400489455,2,away,away,,1.5,,-4.79962439522,-2.42857142857,-2.72142857143,-4.65476190476,-5.1355180767,-5.09523809524,-1.56944444444,0.571428571429
400489456,2,away,away,,9.5,,-2.50196078431,1.66666666667,-2.81904761904,-2.33333333333,-5.72149318073,-9.75,-3.48412698413,-2.40476190476
400489457,2,home,home,,-2.0,,-1.41923076923,-0.666666666667,-0.391233766232,-1.0,-0.599890530927,-6.67857142857,4.69722222222,5.35714285714
400489458,2,home,away,,-3.5,,1.77738696489,1.58333333333,2.16713286713,1.74880952381,3.61908212561,5.25,-2.43524531025,-1.85714285714
400489459,2,away,away,,-6.0,,-4.50844138318,-6.16666666667,-4.8400974026,-4.94047619048,-0.924019607843,1.54337899543,-3.92222222222,-2.75
400489460,2,away,away,,-6.0,,1.3299181211,-3.25,-2.91071428572,-5.17857142857,-2.32647515528,-0.928571428571,-3.86666666667,-2.66666666667
400489461,2,home,away,,-6.5,,4.92120650201,2.92857142857,5.08015873016,4.65079365079,5.82860734038,4.52340597256,0.644230769238,3.16666666667
400489462,2,away,away,,-5.5,,-2.56742424242,-2.6194511703,12.9702380952,7.90476190476,4.38095238095,4.92857142857,1.05858585859,1.83333333333
400489463,2,away,away,,-7.0,,-0.52061170713,0.95197740113,-1.89166666667,-1.5,3.99771062272,9.28968253968,-2.27878787881,-1.9880952381
400489464,2,away,away,,-1.5,,1.11354775828,0.488095238095,4.58891402715,4.55555555556,-2.72142857143,-4.54802259887,0.602564102562,1.0369047619
400489465,2,home,home,,-2.5,,-0.853304875903,-1.1313559322,10.125,13.5833333333,-2.2832314744,-1.41666666667,-1.40476190476,-0.904761904762
400489467,2,home,home,,-7.0,,3.72455533597,4.6305488297,2.2904040404,0.722222222222,2.2398150301,5.83333333333,3.96717171717,6.7619047619
400489468,2,away,away,,-4.5,,-3.11768394649,-0.428571428571,-6.18888888889,-7.83333333333,3.73311721332,6.91666666667,-0.513167388168,0.642857142857
400489466,2,away,away,,7.5,,-3.04862745098,-1.33333333333,-3.25844155844,-3.40476190476,-3.24051109473,-1.30992736077,-3.58571428572,-0.666666666667
400489469,2,home,home,,-7.5,,-5.06640058814,-9.75,5.9898989899,5.66666666667,-0.944835257338,-1.75,1.82366522366,3.19047619048
400489470,2,home,away,,-14.5,,-4.09855072464,-2.88519243314,-2.77954545455,-2.69047619048,0.838827371458,-0.631355932203,-1.81565656566,-0.761904761905
400489471,2,home,home,,-11.0,,3.51872930991,-0.488095238095,-3.20238095238,-5.75,-2.93802776171,-2.09523809524,-2.66363636364,-2.1106442577
400489472,2,away,away,,5.0,,-2.07313246211,-3.1313559322,2.9375,4.15476190476,-3.5311001642,-3.0119047619,0.510714285713,1.41666666667
400489473,2,away,away,,-0.0,,3.21666666667,6.99165994081,13.8369047618,7.90476190476,2.78484405458,1.91666666667,-1.54262820513,-1.0
400489474,2,away,away,,-10.0,,-3.18050616051,-5.04802259887,-0.688582251084,-1.94047619048,0.522331691293,-5.25,4.65555555556,5.59523809524
400489475,2,home,home,,1.5,,-2.16806722689,-6.21852576647,-2.06363636364,-3.27380952381,-6.28936423054,-8.09523809524,-4.75992063492,-4.09523809524
400489476,2,home,home,,-8.5,,0.67120650201,1.0,3.16587301587,3.22222222222,1.65616246498,3.58333333333,-1.24761904762,0.428571428571
400489477,2,home,home,,-16.0,,-4.11025641026,-3.42857142857,-4.05454545455,-3.78571428571,3.23727422004,3.2619047619,2.47397047397,3.5
400489478,2,home,home,,-1.0,,1.59294871796,7.36111111111,-0.0634920634927,-1.0,-4.46055900621,-6.21468926554,-1.36965811966,-0.963095238095
400489479,2,away,away,,4.0,,1.69537037037,0.583333333333,4.93891402714,6.22222222222,0.0450448585266,1.45197740113,-3.37837162837,-3.40476190476
400489480,2,away,away,,4.0,,3.06396627566,3.95197740113,2.68484848484,1.27777777778,-0.117683946491,2.07142857143,-5.86666666667,-3.16666666667
400489481,2,home,home,,5.0,,-1.81100164204,-9.67857142857,0.681547619052,0.305555555556,-2.57454470817,-0.976594027441,-1.25238095238,-0.166666666667
400489482,2,home,away,,-9.0,,-4.08660260834,-6.17857142857,4.26262626263,3.66666666667,2.54561721332,4.83333333333,-0.846500721503,0.0714285714286
400489483,2,away,away,,-0.0,,6.08226495727,12.5158730159,8.21658341658,6.22222222222,-0.348148148152,-2.67857142857,1.98888888889,4.0
400489484,2,away,away,,-6.0,,-3.03776683087,-2.77380952381,-0.433333333334,-0.527777777778,6.74499530025,6.45197740113,3.89423076923,6.16666666667
400489485,2,home,home,,5.5,,-3.22264705882,-1.57142857143,-3.14025974026,-2.83333333333,2.03173076924,2.66666666667,0.700000000004,1.83333333333
400489486,2,home,away,,-8.5,,-1.47848595849,-2.04802259887,1.10687229437,1.89285714286,-0.704094516597,-1.0,1.62525252525,3.19047619048
400489487,2,home,home,,-2.5,,6.82843137256,10.8249932741,16.7416666666,10.0714285714,1.95937066518,0.487288135593,-2.12121212121,-1.17857142857
400489488,2,away,away,,-0.0,,3.39366118394,7.5,-0.198484848487,-0.904761904762,-1.6901893183,-3.1313559322,2.30128205128,2.92857142857
400489489,2,home,home,,-7.5,,-3.77084571202,-6.47659402744,-3.64065934066,-4.67857142857,5.55726495727,12.5158730159,4.23881673881,6.42857142857
400489490,2,home,away,,-10.0,,-4.58473389356,-14.5238095238,-3.70649350649,-6.84523809524,-2.33931372549,-2.07142857143,1.71428571429,2.71428571429
400489491,2,away,away,,-3.0,,-0.0621268313226,-0.25,3.38940242764,3.46031746032,-1.18513525192,0.559523809524,-4.33543956044,-3.0119047619
400489492,2,home,home,,-3.5,,5.85620915033,9.72975517891,16.9916666666,10.0714285714,3.23949579832,6.91666666667,-0.459740259743,1.28571428571
400489493,2,away,away,,2.5,,-1.76950924319,0.0714285714286,-0.280122655121,-0.666666666667,-1.50508021391,-4.32142857143,-2.4206349206,-1.71428571429
400489494,2,home,home,,4.5,,3.21218761953,4.1305488297,3.40512820512,1.63888888889,-0.39691312922,0.95197740113,-0.552380952382,1.08333333333
400489495,2,away,away,,-2.5,,-0.745912698415,-0.821428571429,1.06713286713,-0.559523809524,-1.18495514147,-1.04802259887,-2.22837162837,-1.7380952381
400489496,2,away,home,,3.5,,6.4180944056,5.66666666667,-4.16071428572,-7.33333333333,-4.12051891464,-5.40516545601,-4.98214285714,-4.65079365079
400489497,2,home,home,,-1.5,,1.54537037037,0.916666666667,4.78891402715,5.72222222222,-3.99587559162,-13.5119047619,0.155555555553,-0.738095238095
400489498,2,away,away,,-6.0,,-4.66519366367,-14.5238095238,-2.89399350649,-5.59523809524,3.63579434698,6.16666666667,0.305014430012,1.16666666667
400489499,2,away,away,,-7.0,,-3.56780561586,-3.17857142857,2.15151515151,0.333333333333,-2.22314814815,-4.10714285714,0.822222222218,3.16666666667
400489500,2,home,home,,-9.5,,0.03932244404,-0.428571428571,1.03940242763,0.126984126984,4.51492622073,1.82062146893,3.87878787879,3.4880952381
400489501,2,home,home,,5.5,,0.444816053512,2.07142857143,-3.38888888889,-3.40476190476,-3.2005789909,-3.0119047619,-5.93409090909,-4.90357142857
400489503,2,away,away,,-5.5,,6.08949579833,9.0,1.11111111111,0.333333333333,2.1226908867,2.3805488297,1.70926459162,2.61111111111
400489502,2,home,home,,5.0,,5.96310562839,10.8333333333,2.38333333333,1.67857142857,-2.1412607606,-3.71468926554,-0.552991452993,-0.321428571429
400489504,2,home,away,,-12.0,,-2.01111753744,-1.80992736077,0.797348484851,1.65476190476,-0.339313725491,-0.952784503632,1.74107142857,2.53968253968
400489505,2,home,away,,-7.5,,-2.55477855478,4.36111111111,0.189255189256,-0.761904761905,4.99196183851,8.94444444444,-1.74542124542,-0.97619047619
400489506,2,home,home,,-0.0,,-0.564963691278,-0.143260694108,0.808377896615,1.65476190476,-4.29800809213,-6.23849878935,-6.02380952381,-7.65079365079
400489507,2,away,away,,6.0,,-2.84836601308,-12.2619047619,-1.81845238095,-1.86111111111,-1.29857484663,-1.17857142857,-4.65584415584,-4.07142857143
400489508,2,away,away,,4.0,,0.8101908867,0.95197740113,10.9220779221,8.66666666667,2.1062664486,1.78531073446,1.32500000001,1.83333333333
400489509,2,away,away,,7.5,,10.7626984127,13.6666666667,1.94444444445,1.16666666667,-3.08186033034,-12.3571428571,-6.42222222222,-7.0
400489510,2,home,away,,-1.5,,0.175000000001,-0.333333333333,4.27352941177,5.96031746032,4.07777777778,4.52340597256,4.14256005432,6.42857142857
400489511,2,home,home,,-8.5,,-2.15891232424,-1.58333333333,-2.42954545454,-2.71428571429,-0.351621808141,-0.29802259887,-2.65694305694,-1.2380952381
400489512,2,away,away,,-5.0,,-2.20894477573,0.22619047619,1.03888888889,1.63888888889,-4.79120879121,-7.35714285714,-5.80000000001,-2.66666666667
400489513,2,home,home,,-4.5,,0.99269726039,3.45197740113,-1.88809523809,-4.15476190476,-5.77699430199,-7.44047619048,-3.37777777779,-0.666666666667
400489514,2,away,away,,3.5,,1.18693509428,2.5119047619,-0.544871794873,-1.36111111111,1.01851037851,1.67857142857,1.59668109668,3.19047619048
400489515,2,away,away,,-7.0,,3.52961068486,-4.30992736077,2.00324675324,1.08333333333,4.59492622073,2.70197740113,3.71212121212,3.4880952381
400489516,2,away,away,,-4.5,,0.619921331106,-6.2619047619,4.71260504201,4.65079365079,4.03969162036,4.28531073446,2.44700854701,1.34523809524
400489517,2,away,home,,10.5,,4.28279872302,7.83333333333,1.24047619047,0.821428571429,-0.255012531329,-0.607142857143,-2.33571428571,-3.5
400489518,2,away,away,,-4.5,,-1.98379495748,0.642857142857,0.62896825397,0.583333333333,-0.29355470291,-1.8813559322,0.898684648682,0.928571428571
400489519,2,away,away,,-0.0,,0.144126142056,1.0,1.55324397824,-0.321428571429,1.27603059373,3.95197740113,0.847619047618,2.33333333333
400489520,2,away,away,,-1.0,,0.79943509428,4.17857142857,1.4967948718,1.97222222222,-0.348366013074,-3.40476190476,0.266666666664,0.0952380952381
400489521,2,away,away,,7.0,,9.42279693487,11.5833333333,4.36111111111,2.83333333333,-2.94660797293,-2.42857142857,-3.92251082252,-3.57142857143
400489522,2,home,home,,1.0,,2.91310803891,2.02340597256,2.33846153846,1.97222222222,4.28647342995,-1.30992736077,1.79166666667,2.41666666667
400489523,2,away,away,,5.5,,0.0245356793735,-0.143260694108,-2.04532967033,-2.90476190476,-3.01446787979,-2.65476190476,-5.025,-3.92857142857
