id,season_type,two_way_winner,handicap_winner,over_under_result,home_line_margin,over_under,away_total,away_total_lastN,away_away,away_away_lastN,home_total,home_total_lastN,home_home,home_home_lastN
400278178,2,away,away,,3.5,,-2.26148154914,-2.91666666667,-2.71356421356,-2.69166666667,-9.50833333333,-11.6666666667,-15.0416666667,-11.5
400278179,2,away,away,,-9.0,,-1.2130952381,-0.738095238095,-0.249999999997,-0.249999999997,-2.07344289697,-0.761904761905,-2.37500000001,-2.38888888889
400278180,2,home,away,,-6.5,,3.32587719298,4.78147423353,-2.39812409812,-1.93888888889,4.39702380953,6.16666666667,0.729004329004,0.349206349206
400278181,2,away,away,,3.5,,2.77458592132,5.09523809524,-0.0371212121248,0.20476190476,-2.32509303562,-0.976594027441,-50.7857142857,-51.6666666667
400278182,2,home,home,,2.0,,4.85576923077,4.83333333333,7.63928571428,6.7619047619,1.34414467541,0.923927825135,4.825,4.52777777778
400278183,2,away,away,,-9.0,,1.99703585887,-2.09523809524,3.79444444445,2.21031746032,5.43823260074,8.1186440678,-5.62222222221,-5.57142857142
400278184,2,home,home,under,-3.0,193.0,0.386904761903,0.0952380952381,5.08333333334,3.08333333334,1.87073416779,3.03531073446,0.714285714286,1.0119047619
400278185,2,away,home,over,4.0,185.0,-1.40227743272,-5.5119047619,13.0027777778,11.9047619048,-15.4666666666,-18.9523809524,-13.8,-15.3888888889
400278186,2,away,away,under,-4.0,198.0,1.64166666666,3.40476190476,-2.59812409812,-2.13888888889,-0.910797046091,-1.21468926554,-16.7380952381,-42.3333333333
400278187,2,home,away,under,-10.5,182.0,-8.09166666666,-16.0952380952,-4.38928571429,-4.17857142857,2.95147907648,1.23728813559,3.06363636364,3.38888888889
400278188,2,away,away,under,4.0,179.0,-0.770200387848,-0.0952380952381,6.96666666667,7.12142857143,-2.35221445221,-3.12328767123,1.85860805861,1.17301587302
400278189,2,home,away,,-12.0,,-1.741873706,-2.1313559322,-0.774170274169,-0.596428571428,1.97222222221,6.13451708367,3.11327561328,3.11111111111
400278190,2,away,away,,5.0,,4.41654135338,5.25,0.354487179492,-0.202777777776,-1.78260073261,-5.33333333333,-4.71666666667,-6.0
400278191,2,home,home,,-10.0,,-2.43035619352,-0.976594027441,0.404545454547,0.276819923372,3.92171717171,5.25,4.39523809524,4.87142857143
400278192,2,away,away,over,-9.5,198.0,-1.56547619047,-2.28611783697,-1.37380952381,-1.13888888889,1.28076923077,2.57142857143,3.69551282051,3.15277777778
400278193,2,home,home,under,-3.5,198.0,4.26052631579,7.25396825397,-2.0303030303,-2.55,-0.562223440102,0.396281800391,3.21471861472,3.31111111111
400278194,2,home,home,,-3.0,,1.12203585888,-2.09523809524,6.01666666668,4.79365079365,-2.71086956521,-2.46852576647,-0.283730158729,-0.36507936508
400278195,2,home,home,,2.5,,3.28591628959,3.5,6.90317460317,6.22222222222,2.22698412698,1.21388216303,-0.319444444448,-0.321428571429
400278196,2,home,home,,-2.0,,4.84731058415,6.08333333333,1.97948717949,1.42222222222,-2.29249051602,-0.761904761905,-5.04166666668,-6.5
400278197,2,away,away,,-7.0,,3.52719298246,5.34920634921,-1.67474747475,-2.41666666667,5.14239028944,8.91639486845,8.04722222223,6.75
400278198,2,away,away,,-6.0,,0.838333333325,1.32142857143,-2.13145743146,-1.77777777778,2.66359131065,6.78531073446,2.21428571428,2.44047619048
400278199,2,away,home,,5.5,,3.43452380953,3.21388216303,5.8761904762,38.1111111111,-6.18888888889,-12.3452380952,-14.2916666667,-11.5
400278200,2,away,away,,-1.5,,-1.87183600714,-2.04802259887,0.375,-0.203571428571,-4.74436090225,-10.3571428571,-7.38809523809,-7.56666666667
400278202,2,home,home,,-0.0,,1.57893374741,3.0119047619,-0.587121212123,-0.457307060755,4.82597117795,6.58333333333,2.41233766234,1.96031746032
400278201,2,away,away,,-9.0,,-3.93736515201,-8.84523809524,12.4527777778,11.0833333333,-1.54356725146,-1.72659402744,3.99789099789,4.20634920635
400278203,2,home,home,,-3.0,,2.88420634921,1.23728813559,0.175,0.0714285714286,-1.97974481658,-3.45662100457,0.058608058609,-0.626984126982
400278204,2,away,away,,-9.5,,0.818722943722,1.16666666667,3.11904761905,1.16666666667,-0.752343244988,-0.666666666667,2.21538461539,1.76190476191
400278205,2,home,home,,-10.5,,0.136021872864,0.404761904762,5.9888888889,5.12698412698,1.25993589743,1.7380952381,1.76217948717,0.486111111111
400278206,2,away,away,,-2.5,,2.84974747474,3.16666666667,42.5681818182,42.3333333333,-3.18593406594,-6.7619047619,-4.71666666667,-6.5
400278207,2,away,away,,-3.0,,0.867640813293,2.32485322896,1.95714285715,1.71031746032,-1.52851662404,-1.91666666667,-0.128174603173,-0.781746031746
400278208,2,home,home,,-4.5,,3.78644688646,4.0,4.13571428572,6.46904761905,1.65587965956,1.57142857143,2.03055555555,1.74603174603
400278209,2,away,away,,-4.5,,-1.68487302171,0.114807566862,-0.810134310132,-0.789682539683,-0.68297101449,1.58333333333,1.98076923077,3.5
400278210,2,away,tie,,8.0,,-0.224308697837,0.904761904762,0.625000000003,0.666666666667,-15.2791666666,-18.9523809524,-14.6142857143,-16.5
400278211,2,home,home,,-5.0,,0.636288156295,1.2380952381,3.74047619048,5.58333333333,1.43182539683,-2.8813559322,2.95874125874,3.38888888889
400278212,2,home,home,,-10.5,,2.43833333333,5.75,0.182828282831,1.22222222222,4.44551282051,3.9991928975,-3.44285714286,-2.4880952381
400278213,2,away,away,,5.0,,2.90927128426,2.66666666667,45.1038961039,45.0833333333,-2.79673719291,-3.42937853107,-30.0714285714,-51.6666666667
400278214,2,away,away,,-8.0,,2.54094516595,2.0,7.95238095239,5.66666666667,-0.52280701754,-0.428571428571,2.96111111111,2.37301587302
400278215,2,away,away,,-8.0,,-2.45388560528,-0.976594027441,0.404545454547,0.3482484948,-1.72282608696,-1.89326069411,-2.43593073593,-3.36666666667
400278216,2,home,home,,-11.0,,-2.72707336523,-1.52380952381,-0.19861111111,1.01587301587,3.89743589744,4.08333333333,2.13506493507,1.74603174603
